id,ra_hours,dec_degrees,magnitude,bv
53433,10.963386,-59.73219,6.36,0.84
53439,10.965246,-22.020936,7.48,0.433
53449,10.966371,-42.039383,7.07,0.175
53454,10.96801,-55.783733,7.03,1.444
53481,10.973229,-44.934572,7.42,1.176
53498,10.977088,19.622046,6.8,1.336
53519,10.982421,-19.604794,6.84,1.062
53525,10.983493,45.197813,6.91,1.214
53526,10.983827,69.989047,7.12,1.589
53529,10.984587,-53.539209,6.81,0.501
53537,10.985628,17.826821,7.44,1.13
53543,10.98715,-33.737595,5.7,0.374
53544,10.987168,-81.556164,6.7,0.534
53545,10.98723,-61.320739,6.16,-0.064
53546,10.987258,-84.593893,6.19,0.1
53549,10.988292,-10.325439,7.25,-0.015
53550,10.9883,51.882359,6.22,1.352
53553,10.989118,79.675876,7.32,0.551
53565,10.99112,40.430257,5.03,0.624
53567,10.991925,-16.353701,5.88,1.6
53570,10.992438,36.0931,5.99,1.595
53571,10.992516,9.930795,7.24,0.255
53573,10.992847,-43.501607,7.32,1.46
53578,10.993705,-62.484178,7.29,1.399
53581,10.994748,11.705868,6.53,0.443
53584,10.996244,-18.298783,4.08,1.079
53594,10.997077,58.906475,7.12,1.2
53605,10.99916,77.770174,6.18,0.966
53606,10.999831,-43.80711,5.81,-0.064
53609,11.00057,-3.471319,7.27,0.563
53610,11.000709,22.02605,7.29,1.122
53616,11.002306,-51.8178,6.15,0.188
53618,11.002572,-42.225859,4.37,0.116
53622,11.003248,-14.083368,5.86,1.501
53625,11.004084,45.526276,5.47,1.466
53626,11.004304,-44.910725,7.33,0.6
53635,11.00575,42.911724,6.03,0.584
53642,11.007101,51.502101,6.41,1.007
53651,11.009347,3.617494,4.84,1.144
53655,11.010078,-53.111831,6.44,1.28
53659,11.010523,-19.343009,7.09,0.778
53660,11.010561,-66.030185,7.41,1.614
53662,11.011331,-31.839368,6.06,0.527
53665,11.011681,42.73142,6.69,1.114
53669,11.012445,6.101449,4.98,0.166
53680,11.013829,-52.074982,6.82,0.004
53682,11.014009,39.212092,5.06,0.255
53684,11.014216,-40.498112,6.77,0.532
53693,11.015941,-15.792682,6.35,1.172
53701,11.017698,0.047039,7.28,0.124
53704,11.018249,63.42111,6.38,0.169
53712,11.020825,-9.771818,7.46,1.593
53720,11.022431,46.563635,7.01,0.911
53734,11.026538,52.702417,7.08,1.092
53747,11.029372,36.678244,7.45,0.397
53750,11.030359,29.871323,6.95,1.1
53751,11.030465,-2.484585,4.73,1.593
53752,11.030481,-64.303914,6.94,0.467
53754,11.030677,56.382427,2.34,0.033
53765,11.033734,-73.487884,7.25,0.495
53769,11.034194,-71.747077,7.38,0.154
53784,11.03718,-41.114145,6.48,1.474
53794,11.038236,58.666404,6.63,1.574
53798,11.038827,20.179842,4.42,0.053
53807,11.040125,-26.831505,6.21,0.307
53814,11.040756,-21.411173,7.28,1.004
53820,11.042013,-9.994852,7.32,1.488
53821,11.042459,9.172964,7.22,0.114
53828,11.043553,-3.512616,6.81,0.95
53840,11.046171,-59.74099,6.96,0.313
53850,11.048556,-72.242223,6.78,0.017
53857,11.049429,-2.635352,7.19,0.999
53863,11.051401,-25.575037,6.72,0.275
53865,11.051711,-60.910731,6.67,2.033
53868,11.053189,28.930131,7.06,1.047
53871,11.054039,-0.752344,6.12,0.269
53873,11.054133,-11.30347,5.51,0.938
53874,11.054461,-31.960849,6.44,1.616
53875,11.054637,-27.517977,7.5,0.237
53879,11.055632,35.969877,7.49,1.502
53882,11.057604,70.03074,6.44,1.28
53883,11.057767,75.441108,7.24,1.275
53892,11.060149,-13.43492,6.34,0.86
53893,11.060164,-0.000833,5.95,1.218
53897,11.060886,44.329586,7.33,0.873
53901,11.06147,7.581968,7.25,1.045
53904,11.061859,-51.352657,6.74,0.328
53905,11.062155,61.751033,1.81,1.061
53907,11.062451,25.774646,6.97,0.265
53913,11.063908,-7.688215,7.38,0.946
53915,11.064058,-51.029297,7.21,1.282
53918,11.064775,-33.444521,7.27,1.252
53919,11.065059,-19.649956,6.64,0.206
53924,11.066361,3.638772,7.23,0.347
53927,11.066733,-57.955331,6.16,-0.167
53931,11.067475,-54.197764,6.54,1.11
53939,11.068719,-40.308586,7.42,0.369
53950,11.071294,-36.721515,7.11,0.234
53951,11.071723,38.868248,7.14,0.215
53954,11.072007,-1.278227,6.89,0.054
53960,11.07332,-42.677577,7.07,0.927
53980,11.075344,38.241365,6.01,0.165
53981,11.075343,-47.679103,5.67,0.256
53985,11.075927,12.666983,6.87,0.042
53993,11.077514,31.436708,7.21,0.874
54009,11.080179,-75.155192,6.9,0.118
54011,11.080544,-64.615729,7.23,0.01
54016,11.081721,-35.804678,5.43,0.021
54021,11.082658,-59.858898,6.57,0.186
54022,11.082866,-48.197167,7.29,0.024
54024,11.083619,7.336007,4.62,0.332
54027,11.084478,-49.392299,6.11,-0.019
54034,11.086762,-30.435652,7.49,1.098
54046,11.088867,-27.293612,4.92,0.369
54056,11.092776,-11.088901,6.09,0.301
54060,11.093387,64.803982,7.36,0.372
54064,11.094588,-43.118674,7.36,0.427
54073,11.096042,-47.442296,6.82,0.043
54074,11.096096,44.301558,7.43,1.503
54075,11.096164,50.172458,7.04,0.524
54077,11.096768,38.394355,6.92,1.301
54092,11.098061,52.326727,7.26,1.22
54097,11.099324,-27.287853,5.69,-0.067
54102,11.100622,1.210664,6.98,1.588
54106,11.101595,-51.21292,6.28,0.943
54108,11.101619,-59.949876,6.7,-0.137
54115,11.102612,7.139752,7.28,0.43
54118,11.103227,-68.781948,7.3,1.702
54121,11.10372,-85.748841,7.26,-0.03
54128,11.105419,-50.447554,7.05,1.656
54129,11.105479,-44.37332,7.23,0.68
54131,11.106747,-64.839972,6.39,0.114
54132,11.107225,-16.531024,7.18,1.491
54133,11.107648,-50.956725,6.31,1.156
54135,11.108137,-58.675021,6.07,1.21
54138,11.108398,-13.417508,7.32,1.064
54143,11.109015,-62.424113,4.62,0.988
54144,11.109132,-21.166877,7.33,0.065
54147,11.109767,1.880276,7.31,1.153
54153,11.110792,-28.727597,6.76,0.035
54156,11.11138,56.091605,7.29,1.39
54157,11.111535,-13.002829,6.51,0.311
54159,11.111926,-52.950702,7.43,1.547
54160,11.112196,15.182066,7.43,1.615
54161,11.11223,17.737364,6.4,1.555
54169,11.113866,-70.87793,5.58,-0.07
54174,11.114539,-30.554973,6.68,1.086
54178,11.115058,1.955525,5.52,0.955
54179,11.115164,-58.79338,7.39,0.013
54180,11.115371,20.483509,7.5,1.058
54189,11.11802,25.537127,6.86,0.513
54191,11.118989,-32.587026,6.58,0.363
54197,11.120354,10.212233,7.31,0.458
54199,11.120538,-59.873105,7.42,0.138
54201,11.121308,-42.638681,5.15,0.029
54213,11.124387,-28.491266,7.46,1.16
54218,11.12515,21.150774,7.38,0.14
54221,11.126149,-48.639982,6.44,1.486
54224,11.126724,13.85882,7.32,0.551
54229,11.127696,23.323762,6.48,0.164
54236,11.13106,-38.407419,7.33,1.358
54241,11.131798,-30.174567,6.51,0.606
54248,11.133357,52.821647,7.36,0.583
54261,11.136157,-21.518581,7.5,1.057
54264,11.137086,-52.4022,6.85,0.408
54271,11.137715,-29.972486,6.47,0.029
54273,11.13804,-1.903114,6.66,0.997
54283,11.139404,71.958981,7.06,0.385
54286,11.139884,-0.840734,7.45,1.535
54290,11.140661,-65.428536,7.08,1.105
54302,11.142778,-61.947175,5.11,0.195
54304,11.143165,-58.975037,3.93,1.225
54306,11.143266,36.010831,7.32,0.941
54308,11.144308,-39.472239,7.11,0.068
54309,11.1444,-29.747345,7.23,1.069
54311,11.144665,17.200743,6.8,1.025
54313,11.144811,-86.23093,6.87,1.741
54316,11.145172,-57.065811,7.09,0.08
54318,11.145557,-28.08067,5.43,0.069
54328,11.146969,24.658464,5.7,0.081
54334,11.149173,-19.41647,6.92,0.019
54336,11.149323,59.215289,7.16,0.989
54345,11.150711,30.040442,7.1,0.868
54356,11.153794,-1.333259,6.82,0.165
54358,11.154285,57.87641,7.03,0.923
54359,11.154651,51.378987,6.82,1.484
54363,11.155291,-11.677781,7.35,1.56
54364,11.155302,36.309379,5.71,1.4
54378,11.160699,43.207736,5.89,1.564
54380,11.161062,44.498487,3.0,1.144
54381,11.161074,67.210208,6.07,0.225
54383,11.161398,-54.714809,7.07,-0.061
54384,11.16143,-58.837724,6.79,0.831
54393,11.16309,54.106586,6.9,0.866
54401,11.164831,-32.367529,5.79,0.027
54408,11.165439,32.531123,7.16,1.07
54411,11.166318,-29.794173,6.83,1.335
54412,11.167092,77.786795,7.03,1.607
54417,11.16806,-25.607553,7.25,1.103
54423,11.170374,-7.389401,6.81,0.613
54433,11.172503,22.701932,7.5,0.344
54434,11.172614,-36.095168,7.47,1.536
54439,11.174277,47.798011,7.25,0.469
54445,11.175219,7.891716,7.48,1.625
54446,11.175511,-25.99609,7.33,0.282
54452,11.176279,-32.563921,7.24,0.456
54454,11.176882,11.30164,7.16,1.504
54465,11.180572,-45.584332,7.08,1.386
54467,11.181029,21.335556,7.31,0.882
54471,11.18189,-58.455252,6.88,-0.087
54473,11.18207,81.731663,7.15,0.7
54496,11.188696,-1.394595,7.49,1.104
54513,11.191545,-71.436189,6.34,1.373
54514,11.192032,54.14939,6.68,0.225
54522,11.194302,-22.825847,4.46,0.025
54524,11.194554,-60.310819,6.68,-0.025
54527,11.195435,58.899798,7.35,0.644
54528,11.195488,14.400153,6.3,0.209
54532,11.196937,42.832109,7.19,0.553
54543,11.199401,-26.806114,6.43,0.924
54544,11.200326,-26.136667,7.05,0.76
54548,11.200991,-58.423355,6.24,1.495
54552,11.201536,-71.217458,7.01,0.024
54556,11.202832,61.204382,7.38,0.187
54558,11.202837,-46.266761,6.27,0.155
54561,11.203031,68.27187,6.4,0.127
54565,11.204108,-32.433793,6.35,1.683
54566,11.204116,36.892703,7.45,1.005
54571,11.205275,-29.782493,7.11,1.654
54574,11.206316,34.784659,6.93,1.103
54583,11.208437,-18.499862,6.11,-0.004
54585,11.208996,35.81408,6.41,0.6
54586,11.209191,-49.100996,5.37,0.175
54588,11.209667,-21.749339,6.39,1.381
54591,11.210005,-60.317625,4.59,0.541
54603,11.2123,-59.677608,7.23,-0.024
54604,11.212302,35.83013,7.2,1.024
54605,11.212347,54.894287,6.63,0.098
54607,11.212568,-64.16977,5.22,-0.082
54616,11.214019,-13.933463,7.09,0.512
54622,11.215721,-12.785237,7.22,0.315
54623,11.215757,-49.73609,6.12,1.055
54635,11.218086,-47.0552,6.65,0.634
54640,11.218518,-56.410058,7.41,1.682
54641,11.218769,67.322934,6.6,0.931
54647,11.220138,-26.46507,7.27,0.137
54651,11.220746,-44.372216,5.77,1.661
54653,11.221524,-50.122507,6.87,0.426
54656,11.221681,10.447278,7.45,1.22
54658,11.222147,33.44374,6.62,1.007
54668,11.225219,-59.619318,5.74,-0.106
54674,11.2263,55.415861,7.44,0.469
54679,11.227611,-53.231813,5.75,1.309
54681,11.227804,41.088837,6.33,1.15
54682,11.22806,-22.99874,7.29,0.232
54683,11.228053,20.128832,6.93,0.75
54688,11.22932,-0.069502,5.4,-0.02
54689,11.229946,49.856205,7.41,1.28
54693,11.230761,-52.855894,6.82,0.258
54696,11.231393,2.268483,6.75,0.398
54702,11.233843,8.060695,5.79,1.128
54712,11.235138,20.523717,2.56,0.128
54715,11.236265,-16.886147,7.08,1.001
54716,11.236902,-8.327821,7.12,1.603
54718,11.237335,15.42957,3.33,-0.003
54734,11.240121,20.030835,7.34,0.96
54740,11.241837,85.640133,7.31,0.236
54742,11.24231,-42.853041,7.29,0.367
54743,11.242373,5.99279,7.08,1.132
54747,11.242606,52.946901,7.46,0.881
54749,11.243812,-1.270824,6.63,1.112
54768,11.248368,-43.733703,6.22,1.606
54770,11.248531,-68.327887,6.98,1.627
54777,11.250671,-33.317744,6.98,0.374
54787,11.252381,-39.476955,6.87,0.108
54789,11.253397,23.095502,4.56,1.657
54798,11.254886,-19.63754,6.89,0.08
54805,11.255824,27.570999,7.13,0.267
54809,11.256156,-66.51194,6.86,1.9
54812,11.256556,-11.588182,6.86,1.589
54813,11.257097,15.113042,7.43,0.886
54819,11.258128,-41.057192,7.15,1.542
54821,11.258534,-42.612912,7.43,0.503
54824,11.259468,-38.258358,7.36,1.127
54836,11.261047,-12.592571,6.51,1.517
54839,11.261833,-22.915978,7.07,0.226
54840,11.261877,-57.355882,6.42,0.098
54850,11.263624,-39.323504,7.36,0.626
54853,11.264417,13.307578,5.31,1.189
54856,11.264913,-47.920858,6.54,-0.022
54867,11.265649,12.613575,6.82,-0.026
54870,11.266057,12.844803,6.66,0.29
54875,11.266711,-47.305784,7.28,1.071
54876,11.267103,64.907619,7.02,1.188
54881,11.26777,52.773161,6.51,0.437
54883,11.268788,-41.021639,7.01,0.094
54884,11.268917,-68.198361,7.18,1.52
54886,11.269187,78.308955,6.89,1.315
54889,11.26992,-3.47197,7.4,-0.21
54897,11.271946,59.943201,6.91,0.172
54900,11.272169,-34.667892,6.8,0.16
54905,11.274405,-45.880012,6.3,0.403
54912,11.27568,-28.129751,7.5,0.511
54918,11.276793,-3.966781,6.76,0.182
54921,11.277695,-3.651601,4.45,0.21
54923,11.278299,49.47625,5.88,1.102
54932,11.280139,-14.508341,7.37,1.292
54936,11.281117,-27.239529,7.26,0.94
54937,11.28142,-38.39874,6.88,1.1
54942,11.282662,-34.927339,6.89,1.384
54943,11.282827,-7.134689,6.11,0.211
54946,11.283346,-54.777046,6.77,0.423
54950,11.284113,-55.622583,7.41,0.015
54963,11.286282,-41.390472,6.85,0.328
54967,11.286672,-38.014367,6.24,0.105
54970,11.287315,-41.934326,6.46,0.015
54974,11.288167,2.010556,5.18,1.511
54977,11.288619,-67.823515,6.06,1.753
54985,11.290818,60.271783,6.65,1.037
54986,11.290986,-59.105394,6.7,-0.01
54990,11.291938,-63.476357,7.44,0.12
55001,11.29413,-34.737348,6.44,0.408
55002,11.294222,-33.547139,6.84,0.508
55003,11.294704,25.460394,7.38,0.139
55005,11.295245,-36.534227,6.67,0.976
55007,11.295642,27.362222,6.96,0.2
55010,11.296416,-22.145863,7.34,1.309
55012,11.296616,-59.207753,7.02,-0.08
55016,11.297598,-45.505786,7.2,1.071
55018,11.298253,-59.236402,7.14,-0.041
55030,11.300384,22.179948,6.84,0.925
55038,11.302486,-31.752318,7.36,1.129
55039,11.302584,-62.975333,7.38,1.213
55044,11.305504,-48.787417,7.31,0.051
55045,11.305845,11.984512,6.66,0.059
55046,11.306114,-5.067302,7.29,0.732
55054,11.307975,42.316355,6.94,1.009
55055,11.307983,33.094306,3.49,1.4
55058,11.308705,-60.244,7.46,0.222
55059,11.308837,56.194757,7.38,1.108
55061,11.309511,-79.668651,6.35,0.266
55064,11.310147,-24.343283,6.69,1.18
55074,11.312156,-58.186413,6.61,1.324
55077,11.31298,66.684241,7.1,0.279
55079,11.313441,35.489359,6.67,1.118
55085,11.315266,1.650395,5.9,1.04
55090,11.316639,14.268597,6.6,0.586
55092,11.317657,62.182674,6.93,1.117
55093,11.317724,-75.824893,7.37,1.728
55098,11.318505,13.390752,7.12,0.507
55102,11.318864,38.185557,4.76,0.113
55107,11.319627,-40.499908,7.36,0.251
55113,11.320986,0.723335,7.36,1.073
55116,11.321297,-64.582491,5.99,0.471
55118,11.322347,-14.778541,3.56,1.112
55124,11.322955,-1.654886,6.61,0.57
55129,11.323996,-28.475714,7.32,0.903
55138,11.325485,32.825133,6.57,1.035
55139,11.32564,-47.396335,7.15,1.261
55144,11.326824,-75.142452,6.26,-0.016
55152,11.328198,38.100877,7.21,0.404
55155,11.328288,-52.491909,7.32,1.187
55164,11.329892,-28.188902,7.06,1.129
55168,11.330781,-72.958291,6.46,0.004
55178,11.333484,-59.188056,7.3,-0.005
55186,11.334486,-71.994337,6.41,0.019
55192,11.335106,-67.049394,7.5,0.11
55198,11.336438,30.120487,7.22,1.566
55211,11.338586,-28.332234,6.68,1.124
55218,11.340686,17.311283,7.14,0.12
55223,11.341651,-45.728818,6.91,0.37
55225,11.342012,-10.294534,6.54,1.084
55226,11.342223,44.998288,6.73,0.34
55236,11.345246,-58.316793,7.47,1.258
55248,11.348259,67.100734,6.2,1.018
55251,11.348661,-58.703613,7.02,0.996
55254,11.349115,51.761192,7.32,0.399
55258,11.349731,4.88051,7.16,0.43
55260,11.350117,-54.491019,3.9,-0.157
55269,11.352276,6.029322,4.05,-0.058
55271,11.352424,-35.523932,7.4,0.276
55272,11.352449,-14.081276,7.44,0.356
55290,11.357442,6.634956,6.69,0.523
55301,11.359366,-61.226217,7.36,1.095
55305,11.359954,40.430983,7.23,0.522
55309,11.360482,-43.557716,7.12,1.025
55315,11.362769,-22.105247,7.34,-0.061
55318,11.363276,87.638483,7.5,-0.009
55320,11.363699,57.074857,6.43,0.161
55323,11.363945,9.168367,6.69,0.298
55332,11.365851,-77.608369,6.43,0.202
55351,11.370776,-56.602769,7.23,1.446
55353,11.370988,-58.386043,6.64,0.948
55361,11.372635,-39.104944,7.34,0.006
55363,11.373089,-44.645924,6.1,0.926
55366,11.374646,-8.84264,6.91,0.149
55368,11.374708,17.437007,7.03,1.064
55372,11.375466,-53.369848,6.77,0.037
55381,11.377814,35.026228,7.44,1.415
55384,11.378264,40.175472,6.58,0.483
55387,11.378972,-42.948012,7.41,1.673
55395,11.380442,43.482703,4.99,0.998
55396,11.380478,77.373444,7.44,0.464
55398,11.380883,31.828083,7.41,0.335
55399,11.380902,64.330513,6.02,0.085
55404,11.381869,-50.786684,6.87,1.067
55405,11.382507,-20.625506,7.48,0.216
55416,11.385596,-56.779355,5.82,-0.004
55423,11.386857,-36.164769,5.0,1.464
55424,11.387542,6.585819,6.9,0.864
55429,11.38815,-58.787467,7.14,1.22
55430,11.38832,0.13205,6.05,1.464
55431,11.388427,-23.706472,7.16,0.941
55432,11.389283,-64.954714,5.09,-0.061
55433,11.389415,-18.779973,5.08,0.439
55449,11.393916,17.142106,7.22,0.141
55463,11.396536,-36.089211,6.99,0.011
55475,11.39815,37.234831,6.93,0.259
55476,11.398736,10.529509,4.0,0.423
55479,11.399042,-57.880437,6.5,1.504
55484,11.400646,1.407765,5.39,0.938
55491,11.4031,-72.256608,5.55,0.017
55500,11.406044,-5.909976,6.94,0.541
55501,11.406127,-42.669102,6.13,-0.175
55507,11.407214,17.343672,7.44,0.982
55516,11.409586,48.605776,6.78,1.598
55521,11.410164,-10.859323,4.81,1.556
55525,11.411291,-61.647566,7.22,1.271
55534,11.413185,-22.832782,7.41,0.271
55539,11.414702,-17.68401,4.06,0.216
55541,11.415345,-63.432108,7.4,0.318
55547,11.416162,-2.212373,6.75,0.277
55550,11.416369,11.430292,5.8,1.376
55567,11.419784,5.739462,7.4,1.452
55569,11.419948,-73.632358,6.88,0.378
55574,11.420867,-18.607114,7.03,0.252
55590,11.424852,-36.063062,5.21,0.979
55597,11.425862,-37.747575,5.87,1.503
55599,11.426771,16.456539,5.58,0.39
55600,11.427282,29.987339,6.88,0.322
55604,11.427625,3.301137,6.73,0.207
55610,11.428322,-45.880373,7.04,0.965
55611,11.428437,-14.537327,7.16,1.454
55613,11.428717,-63.972475,5.18,0.495
55615,11.429372,26.747227,7.3,0.241
55625,11.430571,3.86011,6.35,0.345
55629,11.431667,-13.751317,6.52,1.72
55630,11.431982,52.132045,7.32,0.437
55631,11.43254,55.850459,5.73,0.988
55636,11.433885,-20.582285,6.72,0.203
55642,11.435752,22.708284,7.41,0.333
55650,11.438343,8.659555,6.73,1.407
55655,11.440434,33.450608,6.33,0.454
55663,11.442785,-21.356501,6.88,-0.011
55664,11.443174,-61.115167,5.22,-0.077
55679,11.445923,3.013102,6.49,0.778
55682,11.446467,-53.159915,5.8,0.517
55696,11.449907,-61.369321,6.72,1.983
55698,11.450228,-56.280171,6.68,1.197
55700,11.450662,-19.200592,7.24,1.24
55707,11.452644,-12.356749,5.93,0.49
55710,11.453384,33.124434,7.23,0.99
55725,11.455847,-24.169719,7.48,1.606
55732,11.458162,-39.876501,7.32,0.079
55733,11.458395,-12.435948,7.4,0.722
55739,11.459299,1.301497,7.41,1.003
55740,11.459449,0.956155,7.15,0.975
55745,11.460457,-25.860852,6.75,1.032
55761,11.461967,-60.49584,6.86,1.551
55763,11.462439,37.938192,7.27,0.573
55769,11.463995,45.185213,6.68,1.53
55774,11.464919,-1.699946,6.23,1.037
55777,11.465569,44.565829,6.84,0.387
55779,11.465622,2.856265,4.95,1.0
55783,11.465805,44.878492,6.9,1.131
55786,11.466297,-35.328849,6.44,1.614
55790,11.46724,11.973094,6.55,1.599
55793,11.467651,-0.897853,7.11,0.032
55812,11.471791,-72.473977,6.09,0.101
55814,11.473151,-23.826697,7.26,1.415
55815,11.47362,2.782969,7.24,0.503
55819,11.474223,-66.489269,7.5,0.082
55832,11.476227,-58.141998,7.2,-0.017
55833,11.476413,-42.674203,5.14,-0.028
55838,11.477295,-54.883582,6.79,0.167
55851,11.480848,42.79331,7.18,1.292
55852,11.481175,-16.594832,7.5,1.556
55857,11.482109,-43.479252,6.96,1.26
55861,11.483135,10.037925,6.97,0.482
55866,11.484412,-58.791839,7.47,0.23
55867,11.484481,39.336974,5.3,0.019
55868,11.484621,61.778368,5.83,0.382
55875,11.486008,67.458299,7.1,1.238
55882,11.487359,-4.451657,7.42,0.569
55883,11.487539,-63.553937,6.45,0.32
55887,11.488564,30.424539,7.18,0.472
55890,11.489219,-57.832441,7.21,0.042
55894,11.490072,-0.848897,7.03,1.355
55906,11.493279,3.779926,7.45,1.019
55909,11.493759,-28.030588,6.67,1.35
55910,11.493812,-10.062662,7.26,0.298
55911,11.494061,-24.464011,5.77,0.067
55912,11.494443,7.599373,6.73,0.521
55913,11.494957,15.413269,5.74,1.371
55914,11.495041,-38.456863,6.74,0.944
55916,11.495446,56.737573,6.29,0.157
55918,11.49593,-25.001966,7.2,0.636
55921,11.496727,-51.663007,7.39,0.419
55937,11.500207,-44.690739,7.45,1.547
55942,11.501201,29.96463,6.9,0.371
55953,11.503574,54.362235,6.52,0.937
55954,11.504559,37.953816,7.11,1.252
55959,11.505248,-3.003501,4.77,1.529
55962,11.50545,47.244606,7.43,0.96
55963,11.505742,-25.798607,6.59,1.055
55968,11.506896,46.657533,6.3,1.265
55970,11.507106,-59.627316,7.33,1.431
55978,11.507919,43.578489,6.67,0.912
55979,11.508065,18.409801,5.54,1.056
55980,11.508287,48.935711,7.39,-0.044
55981,11.508651,43.173242,5.94,0.524
55987,11.510769,-13.050263,7.06,0.384
55991,11.511883,56.746381,7.11,0.309
55993,11.512198,-39.235487,7.23,0.967
55998,11.513859,41.286874,6.95,0.456
56000,11.514302,-60.318064,7.26,-0.046
56003,11.514726,47.928918,6.4,0.879
56011,11.515247,28.45157,6.74,1.523
56013,11.515681,-41.926306,7.21,-0.055
56019,11.516969,32.316635,7.17,0.476
56026,11.519324,-44.967771,7.14,0.933
56027,11.519518,48.789575,6.54,0.937
56034,11.520847,-61.278463,6.28,0.473
56035,11.521823,59.70091,7.31,0.244
56042,11.523156,3.062703,7.47,0.316
56044,11.523407,69.331076,3.82,1.613
56051,11.52549,17.749804,7.1,0.007
56060,11.526542,-44.738465,6.96,1.531
56075,11.529153,14.364505,6.27,0.57
56076,11.529464,-59.442061,5.07,1.026
56078,11.529877,-20.776472,6.24,0.537
56079,11.529966,-73.902665,6.88,0.204
56080,11.53001,-60.606368,7.22,0.039
56083,11.530223,-59.515648,5.12,0.432
56086,11.530832,81.127257,6.12,0.264
56088,11.531012,24.311441,7.14,1.371
56090,11.531645,41.439395,7.35,0.617
56093,11.532391,-6.470528,6.74,1.05
56097,11.533272,-1.782379,7.34,0.003
56107,11.536814,36.247253,6.59,0.956
56112,11.53764,-12.396569,7.34,1.361
56113,11.53789,-29.261022,4.93,0.54
56119,11.538888,-66.961823,5.89,1.136
56120,11.539013,56.095366,7.5,0.488
56121,11.539097,61.08252,5.46,0.515
56124,11.539802,-26.746805,6.15,1.67
56131,11.542108,-29.141887,7.36,1.602
56132,11.54234,-59.717836,6.78,0.164
56149,11.546538,-7.827523,5.94,1.38
56150,11.546693,-40.436194,5.64,1.578
56152,11.547166,18.00235,7.26,0.513
56157,11.547618,-36.209201,6.68,0.593
56163,11.54837,-31.087226,5.13,1.581
56170,11.549419,-23.44382,7.45,0.262
56171,11.549458,84.706271,7.22,0.965
56174,11.550038,-31.857625,3.54,0.947
56177,11.550576,34.051457,7.22,1.32
56195,11.554117,-16.280381,6.05,0.59
56202,11.555483,3.362497,7.27,1.154
56210,11.557079,-70.194789,6.69,0.009
56214,11.558176,19.679936,7.01,1.28
56219,11.560096,2.499034,6.49,1.601
56222,11.560337,-40.586637,5.39,0.117
56241,11.565639,36.815614,6.38,1.057
56249,11.567713,-16.045915,6.99,1.463
56253,11.568597,-59.681512,7.26,0.473
56254,11.56864,65.242531,7.29,0.549
56260,11.56943,11.023864,6.54,0.188
56274,11.572607,-36.204559,7.42,1.291
56275,11.572598,-5.527104,6.76,0.343
56276,11.572764,3.060165,5.76,0.48
56283,11.574878,-32.83134,5.96,0.811
56296,11.577226,-57.152536,7.41,1.26
56304,11.57847,16.796915,5.95,-0.156
56311,11.579355,-54.264091,4.62,-0.077
56325,11.581911,-12.087424,7.24,1.083
56328,11.582473,-49.13649,5.5,1.041
56331,11.583029,-4.361291,6.43,1.167
56334,11.583787,-30.031886,7.22,1.086
56335,11.583803,30.508814,7.39,1.069
56336,11.584132,-30.724534,7.23,0.401
56337,11.584251,-53.242196,6.91,1.278
56338,11.584294,-56.122324,6.97,0.917
56339,11.584377,20.441545,6.45,1.01
56341,11.584695,54.785419,5.63,1.032
56349,11.58703,-47.37258,5.64,1.682
56350,11.587175,-60.894554,6.57,0.363
56351,11.587258,-35.612041,6.88,0.109
56366,11.592197,11.188607,6.61,1.039
56367,11.592466,-12.411172,7.15,0.459
56379,11.594675,17.874863,7.27,1.18
56381,11.595094,-61.28787,6.23,0.131
56384,11.595394,10.911281,6.57,0.139
56388,11.595822,-61.578061,7.34,2.215
56389,11.595912,-72.84194,6.53,1.161
56392,11.596363,-63.019841,3.11,-0.044
56404,11.598771,-47.641643,5.26,0.257
56414,11.600744,69.322952,5.19,0.974
56429,11.604059,3.301118,7.18,0.931
56432,11.604987,27.781351,5.8,0.248
56437,11.606215,-61.052433,5.84,-0.102
56443,11.607882,-61.665145,7.13,0.083
56444,11.607925,25.029799,7.01,0.199
56445,11.607975,-16.850106,7.08,0.561
56449,11.609489,6.106442,6.83,0.952
56451,11.609706,-33.570057,5.71,1.02
56452,11.609833,-36.121296,6.81,0.258
56453,11.609938,56.13535,7.16,0.71
56462,11.611294,-9.313072,7.4,0.061
56463,11.611313,-37.237187,6.3,0.062
56464,11.611365,-9.802247,4.7,-0.073
56470,11.612685,-24.439173,6.97,1.423
56478,11.615814,-0.823749,4.3,0.983
56480,11.616116,-38.959542,6.95,0.045
56486,11.616631,-22.948084,6.51,1.259
56487,11.616852,-61.283442,5.14,1.105
56488,11.617005,-32.988184,6.32,0.439
56497,11.61913,85.617323,7.32,0.39
56504,11.620749,-69.674216,6.62,0.518
56506,11.621074,-75.896544,5.64,0.362
56510,11.621624,6.270035,7.12,0.217
56514,11.622254,-12.347197,7.15,1.089
56517,11.623487,62.196371,7.33,1.577
56529,11.625721,-39.358842,6.85,1.571
56531,11.62611,-60.364906,7.05,0.228
56532,11.626114,-47.747309,5.46,1.23
56533,11.626138,-60.90323,6.56,1.276
56537,11.626425,-85.486474,7.47,0.409
56539,11.626876,44.716318,6.84,0.027
56541,11.627044,62.713076,7.24,0.38
56542,11.627199,-60.983146,7.34,0.01
56547,11.62842,77.595699,6.49,1.61
56552,11.629628,-31.218656,6.92,0.858
56557,11.630122,-63.323201,7.14,-0.012
